WKT,WKT,rand_point_id
"MULTIPOLYGON (((-145137511.420494 -58705844.1042461,-176945060.051881 -36978884.6280976,-178853840.415043 -33331105.8645563,-178187518.832499 -20451968.5144739,-159443492.586764 -15928907.0658584,-140791674.200676 -25916691.0385082,-136641532.465475 -52974386.9319044,-145137511.420494 -58705844.1042461)))","POLYGON ((-145137511.455522 -58705856.1906134,-176945067.754373 -36978891.4770073,-178853850.542952 -33331108.0783681,-178187528.433521 -20451960.5442404,-159443491.226745 -15928896.4506508,-140791665.074002 -25916684.5822341,-136641521.620488 -52974391.6785239,-145137511.455522 -58705856.1906134))","258"
"MULTIPOLYGON (((-992001415.893306 -41760459.5531899,-1007107704.91881 -22852768.076308,-975913725.671202 -16315356.8641807,-984605314.44931 -36977082.3024296,-992001415.893306 -41760459.5531899)))","POLYGON ((-992001418.059096 -41760472.8630414,-1007107722.87501 -22852761.6221954,-975913709.060013 -16315343.1656824,-984605306.427985 -36977089.0238354,-992001418.059096 -41760472.8630414))","405"
"MULTIPOLYGON (((-369861485.212886 -55680120.0386539,-394132398.876817 -51008641.0004827,-404561567.435056 -39668039.1014912,-408273834.031131 -28587512.2168586,-384908522.203558 -16970576.129033,-367230624.777205 -15656747.7668431,-350393222.540538 -46163823.8214752,-369861485.212886 -55680120.0386539)))","POLYGON ((-369861483.822559 -55680130.489797,-394132404.005186 -51008650.1969571,-404561576.2395 -39668044.3006291,-408273846.278817 -28587507.1384632,-384908524.899938 -16970566.3018495,-367230619.121623 -15656737.3189385,-350393208.707291 -46163828.1903852,-369861483.822559 -55680130.489797))","845"
"MULTIPOLYGON (((-916393980.648313 -51801669.5820032,-941199842.960871 -33455176.4231639,-914398913.04222 -16366801.744966,-905154261.928446 -48431508.3114218,-916393980.648313 -51801669.5820032)))","POLYGON ((-916393982.570526 -51801680.5982252,-941199860.603576 -33455175.8124613,-914398907.139333 -16366786.1215045,-905154249.578793 -48431515.0483116,-916393982.570526 -51801680.5982252))","948"
"MULTIPOLYGON (((-210330274.181357 -40914144.0208427,-199453193.7639 -6704583.72146532,-190035991.120852 -8823842.42466642,-178187538.652906 -20451964.5261536,-178853860.250214 -33331102.1616072,-185887233.480263 -37430448.8415799,-210330274.181357 -40914144.0208427)))","POLYGON ((-210330288.536871 -40914156.1678868,-199453200.51508 -6704571.95208114,-190035986.148147 -8823833.29363957,-178187528.433521 -20451960.5442404,-178853850.542952 -33331108.0783681,-185887230.133806 -37430458.4656863,-210330288.536871 -40914156.1678868))","292"
"MULTIPOLYGON (((-727627062.335549 -50745970.0905135,-736183196.604108 -49093032.9450212,-740344907.062651 -24581516.2342144,-736746964.21844 -8612430.59253852,-732039153.691671 -4285406.21551683,-712837161.383408 -9089553.6221976,-703128186.276912 -28381577.8687767,-727627062.335549 -50745970.0905135)))","POLYGON ((-727627059.302093 -50745980.8614363,-736183205.303306 -49093041.4493434,-740344917.251986 -24581515.9619704,-736746973.286858 -8612425.34521976,-732039156.491641 -4285395.20676705,-712837154.510856 -9089545.03341654,-703128173.936906 -28381580.1439899,-727627059.302093 -50745980.8614363))","747"
"MULTIPOLYGON (((-943585495.320431 -34384046.3973206,-957287308.025461 -27561407.1021785,-967074416.288232 -7445517.16069726,-965306892.29373 4031103.47424708,-934430282.883052 10611030.3478828,-912619757.745411 -522281.380520818,-914398916.54378 -16366780.2580578,-941199865.149485 -33455166.8511922,-943585495.320431 -34384046.3973206)))","POLYGON ((-943585495.816142 -34384057.3216171,-957287315.528898 -27561414.5370689,-967074426.647262 -7445518.72635636,-965306901.126847 4031111.81642061,-934430281.496927 10611040.8678169,-912619747.035708 -522275.619862586,-914398907.139333 -16366786.1215045,-941199860.603576 -33455175.8124613,-943585495.816142 -34384057.3216171))","448"
"MULTIPOLYGON (((-346330539.057997 -46372093.2171101,-350393202.640083 -46163818.4882919,-367230607.005935 -15656738.5758662,-358668887.184401 -5717175.2559163,-352269760.788352 -3956028.29201423,-346550852.929654 -7551011.57077126,-338813314.199391 -19381962.9149582,-341398221.194936 -43698563.4057247,-346330539.057997 -46372093.2171101)))","POLYGON ((-346330536.763326 -46372103.3478799,-350393208.707291 -46163828.1903852,-367230619.121623 -15656737.3189385,-358668892.773782 -5717166.42239857,-352269759.195289 -3956017.48176721,-346550845.757033 -7551004.26791009,-338813303.878463 -19381960.4259618,-341398211.806788 -43698569.691523,-346330536.763326 -46372103.3478799))","380"
"MULTIPOLYGON (((-1187137228.35355 -61130930.9872207,-1205599179.91278 -59112038.4142359,-1205599179.91278 -46002577.2355427,-1191185005.35714 -33390619.0427645,-1163551747.56058 -39276074.2723365,-1156983033.0597 -45217635.1831601,-1187137228.35355 -61130930.9872207)))","POLYGON ((-1187137226.39547 -61130941.2609589,-1205599189.91278 -59112047.3803076,-1205599189.91278 -46002572.6977551,-1191185008.17269 -33390608.2188005,-1163551742.84699 -39276065.0519615,-1156983015.75062 -45217637.3557054,-1187137226.39547 -61130941.2609589))","575"
"MULTIPOLYGON (((-1163551769.58049 -39276049.1338452,-1191184992.36554 -33390601.3611811,-1181828488.42232 -17862518.9354667,-1163551769.58049 -39276049.1338452)))","POLYGON ((-1163551742.84699 -39276065.0519615,-1191185008.17269 -33390608.2188005,-1181828489.82537 -17862501.8879987,-1163551742.84699 -39276065.0519615))","452"
"MULTIPOLYGON (((-341398200.661063 -43698559.4435368,-338813294.575698 -19381967.514972,-303176241.472378 -5379559.96860837,-297606611.939104 -29894533.8738623,-326210791.845143 -43363954.7360438,-341398200.661063 -43698559.4435368)))","POLYGON ((-341398211.806788 -43698569.691523,-338813303.878463 -19381960.4259618,-303176234.298915 -5379546.40580645,-297606600.406811 -29894539.4966444,-326210789.504101 -43363964.6868933,-341398211.806788 -43698569.691523))","964"
"MULTIPOLYGON (((-1097217570.57042 -47757211.3676061,-1100698036.79017 -47202750.9761806,-1085008209.96939 -7298318.06777527,-1056506559.54518 -20382012.8864481,-1054740522.1952 -26122785.0716262,-1056730282.75891 -31292179.1570396,-1097217570.57042 -47757211.3676061)))","POLYGON ((-1097217569.38806 -47757221.6820605,-1100698050.64875 -47202758.8945186,-1085008215.40684 -7298304.56840402,-1056506551.30382 -20382005.6663439,-1054740511.62045 -26122785.4365438,-1056730274.98152 -31292186.7894794,-1097217569.38806 -47757221.6820605))","513"
"MULTIPOLYGON (((-772359555.073562 -55687099.9925546,-777866515.881317 -44941456.5611123,-767518210.701748 -15437187.022068,-740344926.109781 -24581523.5321949,-736183216.81596 -49093033.3830555,-772359555.073562 -55687099.9925546)))","POLYGON ((-772359560.586071 -55687111.1621157,-777866526.738396 -44941457.3019021,-767518216.870264 -15437174.395199,-740344917.251986 -24581515.9619704,-736183205.303306 -49093041.4493434,-772359560.586071 -55687111.1621157))","129"
"MULTIPOLYGON (((-53374451.1318313 -50606090.0729472,-70909058.8129409 -43464729.9810749,-75677944.331358 -40941721.7787147,-71150486.5824172 -498574.001636266,-38957887.1308815 1208189.66572183,-38879454.7853618 -33928242.1534998,-45469456.8819229 -47220122.6266939,-53374451.1318313 -50606090.0729472)))","POLYGON ((-53374451.0346727 -50606100.9100666,-70909063.0476484 -43464739.0539452,-75677955.0268509 -40941727.4334668,-71150495.5772324 -498564.464472502,-38957877.1543908 1208200.2086924,-38879444.7801306 -33928244.4858336,-45469449.558749 -47220130.3686748,-53374451.0346727 -50606100.9100666))","9"
"MULTIPOLYGON (((-87457615.8561873 -39554883.444519,-112280083.859402 -22575329.0715048,-105633340.64872 -12000052.7408814,-95409938.3263909 -6041681.98174173,-87323301.2465732 -39500976.1599689,-87457615.8561873 -39554883.444519)))","POLYGON ((-87457617.0911171 -39554894.715513,-112280097.444748 -22575331.8943237,-105633347.807467 -12000045.3386847,-95409931.7606878 -6041666.58070466,-87323289.4943798 -39500982.2185698,-87457617.0911171 -39554894.715513))","733"
"MULTIPOLYGON (((-75677963.8392679 -40941716.2669654,-87323281.3997099 -39500973.1437906,-95409921.2237923 -6041667.61088533,-92217062.3363655 882581.408713124,-77478772.5036741 1902324.24860953,-71150506.3782815 -498571.062143932,-75677963.8392679 -40941716.2669654)))","POLYGON ((-75677955.0268509 -40941727.4334668,-87323289.4943798 -39500982.2185698,-95409931.7606878 -6041666.58070466,-92217068.9367199 882590.975942075,-77478771.0065167 1902334.37610564,-71150495.5772324 -498564.464472502,-75677955.0268509 -40941727.4334668))","355"
"MULTIPOLYGON (((-1156983012.01082 -45217627.254513,-1163551735.65997 -39276058.068861,-1181828480.61386 -17862497.2768483,-1185692520.23134 -720064.951310743,-1169207520.51194 4571380.14606084,-1158225652.34314 1484144.41201465,-1154940922.79103 -3323346.20807773,-1149415850.79259 -42715281.516199,-1149368849.20098 -44542564.0798959,-1150830929.14539 -45056783.9415392,-1156983012.01082 -45217627.254513)))","POLYGON ((-1156983015.75062 -45217637.3557054,-1163551742.84699 -39276065.0519615,-1181828489.82537 -17862501.8879987,-1185692531.99822 -720058.225778043,-1169207520.70277 4571390.58733925,-1158225646.13721 1484153.05502841,-1154940913.21322 -3323342.50009933,-1149415840.81052 -42715280.6904728,-1149368839.01714 -44542571.098646,-1150830927.31152 -45056793.8970105,-1156983015.75062 -45217637.3557054))","919"
"MULTIPOLYGON (((-1205599179.91278 -46002550.6605843,-1205599179.91278 4357777.36242573,-1185692540.40631 -720066.401228918,-1181828500.46399 -17862500.1679106,-1191185015.93235 -33390601.7207834,-1205599179.91278 -46002550.6605843)))","POLYGON ((-1205599189.91278 -46002572.6977551,-1205599189.91278 4357790.23346472,-1185692531.99822 -720058.225778043,-1181828489.82537 -17862501.8879987,-1191185008.17269 -33390608.2188005,-1205599189.91278 -46002572.6977551))","531"
"MULTIPOLYGON (((-827368657.078132 -41292610.6240173,-863736089.399908 -38407740.5079404,-865115599.945276 -22132895.2968083,-849131633.196054 -20845597.9929047,-827264579.13673 -24707409.6312051,-825543857.279916 -39591177.0145235,-827368657.078132 -41292610.6240173)))","POLYGON ((-827368653.479272 -41292620.9409127,-863736098.647653 -38407749.8057705,-865115610.757702 -22132886.1352279,-849131632.72017 -20845587.9222001,-827264570.058772 -24707401.0796621,-825543846.765975 -39591180.8838345,-827368653.479272 -41292620.9409127))","442"
"MULTIPOLYGON (((-1118844543.65083 -52395205.8110543,-1149368829.21456 -44542563.2948362,-1149415830.74666 -42715283.0444594,-1131830812.94575 -9367423.97013504,-1124553363.8227 -12375384.7163688,-1116645168.17141 -34536356.2216787,-1116604611.19283 -50599187.1978087,-1118844543.65083 -52395205.8110543)))","POLYGON ((-1118844541.29783 -52395216.7419931,-1149368839.01714 -44542571.098646,-1149415840.81052 -42715280.6904728,-1131830817.54302 -9367411.24943209,-1124553355.89744 -12375377.1715573,-1116645158.17578 -34536354.478624,-1116604601.1807 -50599191.987519,-1118844541.29783 -52395216.7419931))","111"
"MULTIPOLYGON (((-1116604591.21186 -50599179.6335087,-1116645148.17008 -34536356.723486,-1103391129.96095 -6667954.14849823,-1088388290.7217 -1956996.79936575,-1085008226.56933 -7298305.6296893,-1100698057.98979 -47202750.2365851,-1116604591.21186 -50599179.6335087)))","POLYGON ((-1116604601.1807 -50599191.987519,-1116645158.17578 -34536354.478624,-1103391137.11827 -6667945.91452146,-1088388286.38262 -1956984.95546898,-1085008215.40684 -7298304.56840402,-1100698050.64875 -47202758.8945186,-1116604601.1807 -50599191.987519))","369"
"MULTIPOLYGON (((-590973140.997104 -28004637.3063627,-609643874.868527 -23156492.705723,-605268320.070393 2946714.10084423,-595225621.597544 2577644.75568187,-589059004.245073 -27012023.5878518,-590973140.997104 -28004637.3063627)))","POLYGON ((-590973139.798264 -28004647.9492918,-609643886.244721 -23156500.0833502,-605268328.480718 2946724.41667435,-595225613.405399 2577654.46137092,-589058992.907862 -27012028.9733271,-590973139.798264 -28004647.9492918))","884"
"MULTIPOLYGON (((-114684129.980941 -23829017.460355,-131464314.406884 -18255097.1971845,-127888050.92987 -4623447.25791692,-127313152.799336 -4567461.78872792,-105633362.991156 -12000050.7045424,-112280104.470118 -22575324.2799176,-114684129.980941 -23829017.460355)))","POLYGON ((-114684129.113091 -23829028.2858923,-131464326.459421 -18255103.7309211,-127888058.834318 -4623437.98037237,-127313151.608902 -4567451.62549388,-105633347.807467 -12000045.3386847,-112280097.444748 -22575331.8943237,-114684129.113091 -23829028.2858923))","469"
"MULTIPOLYGON (((-528617068.893928 -59418600.6075258,-544382946.500674 -55703635.7349288,-555672823.673382 -29682997.448992,-526554975.537423 -4199215.51535159,-515925667.019387 -12306780.4913888,-512328752.735489 -44867666.6184766,-528617068.893928 -59418600.6075258)))","POLYGON ((-528617066.11682 -59418611.5357698,-544382953.677469 -55703644.3177023,-555672835.752941 -29682994.7319929,-526554975.972122 -4199202.6068345,-515925657.550013 -12306775.1372591,-512328742.230105 -44867670.642776,-528617066.11682 -59418611.5357698))","812"
"MULTIPOLYGON (((-827264581.080935 -24707388.9783551,-849131567.096291 -20845589.3568992,-827809839.290691 -18034538.3350575,-827264581.080935 -24707388.9783551)))","POLYGON ((-827264570.058772 -24707401.0796621,-849131632.72017 -20845587.9222001,-827809830.179714 -18034527.0473346,-827264570.058772 -24707401.0796621))","30"
"MULTIPOLYGON (((-825543838.006032 -39591169.5815461,-827264560.105661 -24707400.0979492,-827809820.143141 -18034527.0870232,-825564374.541333 7003933.9458085,-810050832.671118 11348300.3642238,-807976306.360285 10474520.0918444,-795733349.845598 -35481309.8605365,-825543838.006032 -39591169.5815461)))","POLYGON ((-825543846.765975 -39591180.8838345,-827264570.058772 -24707401.0796621,-827809830.179714 -18034527.0473346,-825564383.884815 7003941.71399119,-810050832.006393 11348310.9350755,-807976297.959607 10474527.404351,-795733337.269451 -35481318.2212986,-825543846.765975 -39591180.8838345))","711"
"MULTIPOLYGON (((-777866532.328761 -44941443.0266532,-795733328.730675 -35481311.4271628,-807976285.220391 10474518.4314843,-774162736.535711 13292865.4292216,-766922508.641056 -11220179.0246935,-767518226.633729 -15437172.0179641,-777866532.328761 -44941443.0266532)))","POLYGON ((-777866526.738396 -44941457.3019021,-795733337.269451 -35481318.2212986,-807976297.959607 10474527.404351,-774162729.251818 13292876.0710071,-766922498.435717 -11220178.27397,-767518216.870264 -15437174.395199,-777866526.738396 -44941457.3019021))","117"
"MULTIPOLYGON (((-462132244.506984 -44772730.9106169,-472668908.570947 -38128175.3481826,-461361722.532273 -10011490.9413923,-420056299.75879 -15043162.9892993,-418468141.432331 -20386233.0689636,-462132244.506984 -44772730.9106169)))","POLYGON ((-462132244.816787 -44772742.537571,-472668920.96141 -38128179.3569179,-461361728.945203 -10011480.0862704,-420056292.041295 -15043153.8554929,-418468129.565399 -20386237.895184,-462132244.816787 -44772742.537571))","63"
"MULTIPOLYGON (((-38879434.803053 -33928234.2058162,-38957867.1470903 1208196.9493687,-38443826.5510608 1910333.58688219,5013791.61110146 -15583472.279702,6278811.57776865 -19248063.8172889,2938422.86383466 -27659900.5877047,380404.115509693 -32841438.865826,-38879434.803053 -33928234.2058162)))","POLYGON ((-38879444.7801306 -33928244.4858336,-38957877.1543908 1208200.2086924,-38443830.027884 1910345.76629379,5013799.57571507 -15583464.7060255,6278822.24078941 -19248064.0605325,2938432.00908852 -27659904.6530207,380410.415132284 -32841448.6952699,-38879444.7801306 -33928244.4858336))","93"
"MULTIPOLYGON (((26806571.9891441 -37364032.6362143,2938444.96384743 -27659899.1251613,6278828.78876403 -19248074.6663714,12763253.3878103 -19810812.6626137,26806571.9891441 -37364032.6362143)))","POLYGON ((26806603.7693753 -37364056.3521082,2938432.00908852 -27659904.6530207,6278822.24078941 -19248064.0605325,12763258.52017 -19810803.0704296,26806603.7693753 -37364056.3521082))","614"
"MULTIPOLYGON (((-619670384.855832 -30532003.1570595,-633845378.874448 -28920712.7138821,-637807892.077906 13325900.3626012,-627470943.497592 16577919.5466952,-605268339.457539 2946719.42158472,-609643895.436741 -23156494.4308733,-619670384.855832 -30532003.1570595)))","POLYGON ((-619670382.089056 -30532013.5359611,-633845388.072417 -28920721.7327352,-637807902.789004 13325907.4760707,-627470942.150253 16577930.4537665,-605268328.480718 2946724.41667435,-609643886.244721 -23156500.0833502,-619670382.089056 -30532013.5359611))","1011"
