WKT,rand_point_id
"POLYGON ((-261634550.836683 -14184816.3355515,-277972160.935168 4362575.61125085,-233157446.513831 23743444.0139718,-232815805.498278 23537885.2625122,-261634550.836683 -14184816.3355515))","153"
"POLYGON ((-420056292.041295 -15043153.8554929,-461361728.945203 -10011480.0862704,-467788968.262066 8239267.72290823,-462434286.146077 17534346.9599086,-457005338.936127 18042340.0675818,-423643154.349886 11997258.5130354,-423097076.491345 11168939.360292,-420056292.041295 -15043153.8554929))","586"
"POLYGON ((-1050691493.46305 -4667164.99264064,-1061998488.46611 13448802.8010159,-1034329243.16278 26198675.172603,-1036421888.94815 4343792.59620351,-1050691493.46305 -4667164.99264064))","303"
"POLYGON ((-1014128295.97395 -6095519.72639152,-1036421888.94815 4343792.59620351,-1034329243.16278 26198675.172603,-1034087745.9467 26848984.7195774,-1019911619.04436 34157046.5464802,-994360093.781215 15469772.6578001,-1014128295.97395 -6095519.72639152))","148"
"POLYGON ((-487797742.237424 -4456041.04220298,-499962305.216787 3959979.27897543,-501564533.407027 7290211.41242242,-490659543.675912 25615836.5961199,-462520711.003978 17623251.7087297,-462434286.146077 17534346.9599086,-467788968.262066 8239267.72290823,-487797742.237424 -4456041.04220298))","720"
"POLYGON ((-595225613.405399 2577654.46137092,-605268328.480718 2946724.41667435,-627470942.150253 16577930.4537665,-620716302.196649 27795796.1337841,-601086306.13675 43337835.2237096,-583866289.515465 34073693.0768651,-580694090.710594 24219650.2412997,-593732553.908995 3073497.30568728,-595225613.405399 2577654.46137092))","101"
"POLYGON ((-560690828.277532 -10519096.1019601,-593732553.908995 3073497.30568728,-580694090.710594 24219650.2412997,-553066426.48555 13154018.4643746,-560690828.277532 -10519096.1019601))","652"
"POLYGON ((-71150495.5772324 -498564.464472502,-77478771.0065167 1902334.37610564,-74762359.8708105 29937297.616846,-58764886.7648499 38860498.0430952,-44923091.5519314 33634951.8276638,-32035469.3756728 26453789.0739858,-31396435.4522526 25406082.2696059,-31675830.7773898 23319064.9940464,-38443830.027884 1910345.76629379,-38957877.1543908 1208200.2086924,-71150495.5772324 -498564.464472502))","25"
"POLYGON ((-92217068.9367199 882590.975942075,-100345807.464546 10559846.5430797,-105817087.948325 23378534.7425984,-94661621.2686393 34600854.0591192,-74762359.8708105 29937297.616846,-77478771.0065167 1902334.37610564,-92217068.9367199 882590.975942075))","907"
"POLYGON ((-501564533.407027 7290211.41242242,-503689445.466309 8419937.18433735,-505857224.517643 62629948.0067987,-490659543.675912 25615836.5961199,-501564533.407027 7290211.41242242))","833"
"POLYGON ((-1158225646.13721 1484153.05502841,-1169207520.70277 4571390.58733925,-1167462813.66981 41568486.1245621,-1166495046.30819 42711458.2855328,-1149407070.383 33715900.4907154,-1147881402.10704 23144940.4076181,-1154791250.96558 4572957.30024683,-1158225646.13721 1484153.05502841))","325"
"POLYGON ((-368915640.434727 8737394.71078968,-380464550.904987 11879663.9204279,-386443955.269346 19282623.6696865,-376040170.259049 38934566.4275807,-359982058.706637 35909640.1051987,-356210816.695756 30697654.6810671,-356267949.869714 26065020.6141006,-368915640.434727 8737394.71078968))","892"
"POLYGON ((-1185692531.99822 -720058.225778043,-1205599189.91278 4357790.23346472,-1205599189.91278 33540437.6955227,-1167462813.66981 41568486.1245621,-1169207520.70277 4571390.58733925,-1185692531.99822 -720058.225778043))","622"
"POLYGON ((-1154791250.96558 4572957.30024683,-1147881402.10704 23144940.4076181,-1122298263.62946 20485691.4980349,-1124397159.78648 16132352.1018614,-1154791250.96558 4572957.30024683))","453"
"POLYGON ((-708778813.474081 429738.47289589,-729546987.076105 20821086.5745637,-727076708.497183 32564135.1214791,-712256894.432445 35748740.5595605,-701258832.038674 12878809.9277508,-708778813.474081 429738.47289589))","780"
"POLYGON ((-736179942.68437 5104288.28298965,-769982767.683687 17882141.1122923,-763128925.025192 36789940.9698802,-759997170.132941 42408571.5503528,-756186699.586651 44825327.5211693,-727076708.497183 32564135.1214791,-729546987.076105 20821086.5745637,-736179942.68437 5104288.28298965))","843"
"POLYGON ((-302090063.220301 2610103.77452451,-322307019.844641 24927995.7467387,-323067776.67726 26908565.0567794,-320183384.966217 47195902.5630227,-289044117.775245 53560061.6161115,-278455319.711848 44826286.9697651,-298823408.769889 4732844.14864215,-302090063.220301 2610103.77452451))","361"
"POLYGON ((-277972160.935168 4362575.61125085,-298823408.769889 4732844.14864215,-278455319.711848 44826286.9697651,-252127325.816964 44663704.3631078,-233157446.513831 23743444.0139718,-277972160.935168 4362575.61125085))","746"
"POLYGON ((-912619747.035708 -522275.619862586,-934430281.496927 10611040.8678169,-933736443.245073 24481604.131653,-912750514.17435 45338187.1875228,-896930802.900324 17492755.1804293,-906371528.118099 1854945.70420387,-912619747.035708 -522275.619862586))","773"
"POLYGON ((-866797245.20196 -13530073.3911178,-906371528.118099 1854945.70420387,-896930802.900324 17492755.1804293,-895551124.556441 18921414.4608876,-861665840.102026 40695827.3179865,-845448739.069049 10981926.9741395,-866797245.20196 -13530073.3911178))","96"
"POLYGON ((-673341849.361876 11872327.0938065,-701258832.038674 12878809.9277508,-712256894.432445 35748740.5595605,-709485163.73568 39753728.1341624,-690434297.214556 35973870.6570965,-657883770.954715 19293241.9492259,-657746746.341157 18899686.0998132,-673341849.361876 11872327.0938065))","418"
"POLYGON ((-145008576.410709 13358060.2492745,-163377495.46914 22767490.7886505,-169602309.711924 34445745.5562128,-162272681.861886 47288991.9752643,-127673338.719209 31085001.1660569,-127300901.305341 29682750.8846946,-139808852.839102 14640387.2040012,-145008576.410709 13358060.2492745))","6"
"POLYGON ((-825564383.884815 7003941.71399119,-845448739.069049 10981926.9741395,-861665840.102026 40695827.3179865,-861549679.331821 41964150.8884906,-850177697.890298 53217706.1597044,-818447207.1861 60882811.3556288,-817931766.290412 60586642.9250184,-810665170.197974 35360530.9215184,-810050832.006393 11348310.9350755,-825564383.884815 7003941.71399119))","216"
"POLYGON ((-1122298263.62946 20485691.4980349,-1147881402.10704 23144940.4076181,-1149407070.383 33715900.4907154,-1129758979.33675 37313502.7792912,-1120116049.09897 23508788.2217002,-1122298263.62946 20485691.4980349))","283"
"POLYGON ((-553066426.48555 13154018.4643746,-580694090.710594 24219650.2412997,-583866289.515465 34073693.0768651,-548374459.683723 60168920.0207155,-532834981.872766 51457835.426833,-535957679.308256 27249923.5488092,-553066426.48555 13154018.4643746))","655"
"POLYGON ((-896930802.900324 17492755.1804293,-912750514.17435 45338187.1875228,-908438736.99383 60745326.1970339,-900481747.406983 54630089.9130356,-895551124.556441 18921414.4608876,-896930802.900324 17492755.1804293))","991"
"POLYGON ((-462434286.146077 17534346.9599086,-462520711.003978 17623251.7087297,-476559139.067737 57955165.6008151,-476331774.677127 58020493.658151,-449750401.719098 49458197.7839413,-457005338.936127 18042340.0675818,-462434286.146077 17534346.9599086))","414"
"POLYGON ((-462520711.003978 17623251.7087297,-490659543.675912 25615836.5961199,-505857224.517643 62629948.0067987,-505931429.250425 62826728.0452775,-504525760.154336 64129969.5526642,-476559139.067737 57955165.6008151,-462520711.003978 17623251.7087297))","86"
"POLYGON ((-807976297.959607 10474527.404351,-810050832.006393 11348310.9350755,-810665170.197974 35360530.9215184,-792489995.704827 41290498.2553363,-763128925.025192 36789940.9698802,-769982767.683687 17882141.1122923,-774162729.251818 13292876.0710071,-807976297.959607 10474527.404351))","676"
"POLYGON ((-965306901.126847 4031111.81642061,-979745135.372768 16336510.3745438,-977851051.921132 29622884.3054062,-955588170.86726 53517051.2512484,-954290466.196009 53497397.6096834,-939893047.614916 46113139.2769375,-933736443.245073 24481604.131653,-934430281.496927 10611040.8678169,-965306901.126847 4031111.81642061))","767"
"POLYGON ((-503689445.466309 8419937.18433735,-529681240.098941 19916959.7343007,-535957679.308256 27249923.5488092,-532834981.872766 51457835.426833,-505931429.250425 62826728.0452775,-505857224.517643 62629948.0067987,-503689445.466309 8419937.18433735))","45"
"POLYGON ((-1120116049.09897 23508788.2217002,-1129758979.33675 37313502.7792912,-1129947320.59813 57706424.6250216,-1092579608.75368 56226424.5038447,-1084860348.89679 31170042.5333904,-1085120535.84264 30407491.2813079,-1086341782.91009 29054320.6620086,-1111490349.12531 24359306.0471503,-1120116049.09897 23508788.2217002))","995"
"POLYGON ((-1061998488.46611 13448802.8010159,-1085120535.84264 30407491.2813079,-1084860348.89679 31170042.5333904,-1071816245.5382 36317849.2506217,-1055786702.89263 39751544.5788957,-1034087745.9467 26848984.7195774,-1034329243.16278 26198675.172603,-1061998488.46611 13448802.8010159))","92"
"POLYGON ((-423097076.491345 11168939.360292,-423643154.349886 11997258.5130354,-420274320.418814 43808479.0826553,-395759561.998652 58069836.0880181,-388548179.179418 57902638.6892697,-376040170.259049 38934566.4275807,-386443955.269346 19282623.6696865,-423097076.491345 11168939.360292))","112"
"POLYGON ((-423643154.349886 11997258.5130354,-457005338.936127 18042340.0675818,-449750401.719098 49458197.7839413,-439243623.83262 52074126.1965423,-426226480.575883 49106551.8807613,-420274320.418814 43808479.0826553,-423643154.349886 11997258.5130354))","521"
"POLYGON ((-637807902.789004 13325907.4760707,-655582935.824506 17547179.1041539,-657746746.341157 18899686.0998132,-657883770.954715 19293241.9492259,-659269802.844889 32438513.0504256,-648267099.281497 73353694.8710191,-636711122.477199 69456311.5582985,-620716302.196649 27795796.1337841,-627470942.150253 16577930.4537665,-637807902.789004 13325907.4760707))","245"
"POLYGON ((-323067776.67726 26908565.0567794,-356210816.695756 30697654.6810671,-359982058.706637 35909640.1051987,-342410738.118366 60444019.8624068,-333583121.83714 59677149.7594228,-327698220.28316 56209573.583896,-320183384.966217 47195902.5630227,-323067776.67726 26908565.0567794))","540"
"POLYGON ((-994360093.781215 15469772.6578001,-1019911619.04436 34157046.5464802,-1019332836.42124 45873321.8500391,-1017936626.64195 47723584.0775875,-1001295599.15709 60466505.7919551,-982552681.650534 39514858.9539753,-980347437.649007 35672401.4007578,-977851051.921132 29622884.3054062,-979745135.372768 16336510.3745438,-994360093.781215 15469772.6578001))","520"
"POLYGON ((-105817087.948325 23378534.7425984,-127300901.305341 29682750.8846946,-127673338.719209 31085001.1660569,-125079805.478358 61493948.1771232,-91905488.8815053 60058758.4144115,-94661621.2686393 34600854.0591192,-105817087.948325 23378534.7425984))","861"
"POLYGON ((-74762359.8708105 29937297.616846,-94661621.2686393 34600854.0591192,-91905488.8815053 60058758.4144115,-89052582.2632403 62292668.8426,-78141353.1079159 65113165.2636092,-74888100.1803119 64701637.8599321,-58764886.7648499 38860498.0430952,-74762359.8708105 29937297.616846))","379"
"POLYGON ((-185511668.089829 33916306.2007399,-199524223.543847 38365635.6255293,-191533061.517612 53499895.6759797,-161536475.548742 67598534.0760143,-162272681.861886 47288991.9752643,-169602309.711924 34445745.5562128,-185511668.089829 33916306.2007399))","539"
"POLYGON ((-657883770.954715 19293241.9492259,-690434297.214556 35973870.6570965,-680187833.828055 50581687.2273086,-659269802.844889 32438513.0504256,-657883770.954715 19293241.9492259))","494"
"POLYGON ((-1149407070.383 33715900.4907154,-1166495046.30819 42711458.2855328,-1166338282.35903 43658576.4419157,-1133271688.15607 61579181.0679292,-1129947320.59813 57706424.6250216,-1129758979.33675 37313502.7792912,-1149407070.383 33715900.4907154))","78"
"POLYGON ((-810665170.197974 35360530.9215184,-817931766.290412 60586642.9250184,-793519574.524805 66000847.5820288,-789664881.924628 62570520.9120012,-792489995.704827 41290498.2553363,-810665170.197974 35360530.9215184))","518"
"POLYGON ((-933736443.245073 24481604.131653,-939893047.614916 46113139.2769375,-920038294.14515 65654905.4466467,-911121190.509723 66793506.2969682,-908438736.99383 60745326.1970339,-912750514.17435 45338187.1875228,-933736443.245073 24481604.131653))","867"
"POLYGON ((-977851051.921132 29622884.3054062,-980347437.649007 35672401.4007578,-970322291.767644 71463964.5883462,-955588170.86726 53517051.2512484,-977851051.921132 29622884.3054062))","307"
"POLYGON ((-980347437.649007 35672401.4007578,-982552681.650534 39514858.9539753,-979716511.390569 68946707.9388106,-970848309.613146 72351259.3516849,-970322291.767644 71463964.5883462,-980347437.649007 35672401.4007578))","947"
"POLYGON ((-1034087745.9467 26848984.7195774,-1055786702.89263 39751544.5788957,-1044049939.64353 61667329.2572868,-1019332836.42124 45873321.8500391,-1019911619.04436 34157046.5464802,-1034087745.9467 26848984.7195774))","262"
"POLYGON ((-727076708.497183 32564135.1214791,-756186699.586651 44825327.5211693,-752817404.161329 54485710.3321075,-713617227.604204 65605315.5692512,-706515645.324819 53165640.1087497,-709485163.73568 39753728.1341624,-712256894.432445 35748740.5595605,-727076708.497183 32564135.1214791))","343"
"POLYGON ((9335145.02391887 -1336948.38642853,-31675830.7773898 23319064.9940464,-31396435.4522526 25406082.2696059,34646164.1334426 42685944.9727186,34646164.1334426 26273920.7044874,9335145.02391887 -1336948.38642853))","561"
"POLYGON ((-1071816245.5382 36317849.2506217,-1053986808.32159 82626594.5214957,-1049001217.88564 81013755.7868124,-1044049939.64353 61667329.2572868,-1055786702.89263 39751544.5788957,-1071816245.5382 36317849.2506217))","269"
"POLYGON ((-44923091.5519314 33634951.8276638,-58764886.7648499 38860498.0430952,-74888100.1803119 64701637.8599321,-51686247.2751174 81584407.9493059,-44923091.5519314 33634951.8276638))","51"
"POLYGON ((-359982058.706637 35909640.1051987,-376040170.259049 38934566.4275807,-388548179.179418 57902638.6892697,-382960387.000092 64432725.6935048,-345413200.876037 63445040.1655929,-342410738.118366 60444019.8624068,-359982058.706637 35909640.1051987))","22"
"POLYGON ((-690434297.214556 35973870.6570965,-709485163.73568 39753728.1341624,-706515645.324819 53165640.1087497,-686259088.0731 59075076.220185,-680187833.828055 50581687.2273086,-690434297.214556 35973870.6570965))","77"
"POLYGON ((-659269802.844889 32438513.0504256,-680187833.828055 50581687.2273086,-686259088.0731 59075076.220185,-670238829.995092 83839183.8969553,-654317940.073729 82359274.8955415,-648267099.281497 73353694.8710191,-659269802.844889 32438513.0504256))","248"
"POLYGON ((-32035469.3756728 26453789.0739858,-44923091.5519314 33634951.8276638,-51686247.2751174 81584407.9493059,-43721836.9623735 89756071.9606721,-25512033.0876522 69274739.0558383,-32035469.3756728 26453789.0739858))","73"
"POLYGON ((-31396435.4522526 25406082.2696059,-32035469.3756728 26453789.0739858,-25512033.0876522 69274739.0558383,-11605082.8383136 70933332.2462386,34646164.1334426 49110290.1382635,34646164.1334426 42685944.9727186,-31396435.4522526 25406082.2696059))","246"
"POLYGON ((-229956092.443188 22607294.6881227,-232815805.498278 23537885.2625122,-233157446.513831 23743444.0139718,-252127325.816964 44663704.3631078,-247085206.674507 76348247.6999619,-223719146.280755 80678195.7463359,-213265735.145724 60727831.9204315,-215483660.917769 33909526.2653346,-229956092.443188 22607294.6881227))","226"
"POLYGON ((-1084860348.89679 31170042.5333904,-1092579608.75368 56226424.5038447,-1092470611.5063 56687767.3879284,-1056832909.15543 84012568.9261442,-1053986808.32159 82626594.5214957,-1071816245.5382 36317849.2506217,-1084860348.89679 31170042.5333904))","973"
"POLYGON ((-215483660.917769 33909526.2653346,-213265735.145724 60727831.9204315,-196936185.946707 71478438.3815793,-191533061.517612 53499895.6759797,-199524223.543847 38365635.6255293,-215483660.917769 33909526.2653346))","1015"
"POLYGON ((-763128925.025192 36789940.9698802,-792489995.704827 41290498.2553363,-789664881.924628 62570520.9120012,-759997170.132941 42408571.5503528,-763128925.025192 36789940.9698802))","427"
